gene	control	bpa_at_50	bpa_at_5000
ENSMUSG00000032182	3.34088888888889	3.35087037037037	3.34548148148148
ENSMUSG00000019832	11.0726666666667	11.2455	11.0141666666667
ENSMUSG00000003559	4.32525	4.22558333333333	4.38358333333333
ENSMUSG00000024968	5.72516666666667	5.8555	5.95083333333333
ENSMUSG00000031105	8.77383333333333	8.70533333333333	8.636
ENSMUSG00000021737	11.9721666666667	12.1433333333333	11.984
ENSMUSG00000066232	2.69014814814815	2.56333333333333	2.59225925925926
ENSMUSG00000031557	2.87225	2.91416666666667	2.920875
ENSMUSG00000031149	6.32166666666667	6.348	6.19833333333333
ENSMUSG00000051457	2.968125	2.9635	3.08483333333333
ENSMUSG00000021868	8.37416666666667	8.21833333333333	8.30316666666667
ENSMUSG00000082896	13.8285	13.9846666666667	13.5515
ENSMUSG00000022369	3.545375	3.58591666666667	3.59075
ENSMUSG00000083610	10.4451666666667	10.127	10.2865
ENSMUSG00000022551	14.1283333333333	14.2746666666667	14.206
ENSMUSG00000064105	6.39816666666667	6.29733333333333	6.35133333333333
ENSMUSG00000039838	5.86433333333333	5.8095	5.93633333333333
ENSMUSG00000038187	3.24475	3.25895833333333	3.25820833333333
ENSMUSG00000029246	3.75454166666667	3.79641666666667	3.774125
ENSMUSG00000035726	7.189	7.25083333333333	7.3485
ENSMUSG00000071650	4.6375	4.57979166666667	4.608875
ENSMUSG00000023057	6.09970833333333	6.18479166666667	5.99708333333333
ENSMUSG00000038664	3.49116666666667	3.40675	3.49258333333333
ENSMUSG00000105053	6.76516666666667	6.435	6.73666666666667
ENSMUSG00000034190	12.485	12.4133333333333	12.3033333333333
ENSMUSG00000084128	5.524375	5.461875	5.58870833333333
ENSMUSG00000025290	3.13831481481481	3.10127777777778	3.0862037037037
ENSMUSG00000027599	10.9588333333333	11.0526666666667	11.0141666666667
ENSMUSG00000033382	4.581875	4.47504166666667	4.46220833333333
ENSMUSG00000026131	3.764875	3.75725	3.7425
ENSMUSG00000109493	6.32166666666667	6.348	6.19833333333333
ENSMUSG00000044165	6.76516666666667	6.435	6.73666666666667
ENSMUSG00000032353	12.3516666666667	12.7865	12.4853333333333
ENSMUSG00000023068	4.54816666666667	4.59675	4.55233333333333
ENSMUSG00000021866	7.28533333333333	7.273	7.28416666666667
ENSMUSG00000068962	5.88116666666667	5.829	5.81683333333333
ENSMUSG00000029084	2.42677777777778	2.39675925925926	2.39183333333333
ENSMUSG00000118506	7.2845	7.21883333333333	7.28466666666667
ENSMUSG00000049907	7.9535	7.5475	8.08966666666667
ENSMUSG00000028433	8.78966666666667	8.81983333333333	8.948
ENSMUSG00000005481	9.52033333333333	9.72183333333333	9.58516666666667
ENSMUSG00000033036	9.47	9.31483333333333	9.29366666666667
ENSMUSG00000040028	2.95781481481482	2.89953703703704	2.90409259259259
ENSMUSG00000118504	2.69183333333333	2.65261111111111	2.67814814814815
ENSMUSG00000107928	1.84411458333333	1.78798958333333	1.85178125
ENSMUSG00000027709	5.39183333333333	5.348875	5.36508333333333
ENSMUSG00000030055	1.84411458333333	1.78798958333333	1.85178125
ENSMUSG00000060098	4.41879166666667	4.43195833333333	4.40795833333333
ENSMUSG00000021823	3.95475	3.97404166666667	3.904
ENSMUSG00000038286	14.1166666666667	13.9983333333333	14.185
ENSMUSG00000074358	9.26716666666667	9.30083333333333	9.22016666666667
ENSMUSG00000027011	10.5086666666667	10.5616666666667	10.5365
ENSMUSG00000007610	2.9787037037037	2.98314814814815	2.97855555555556
ENSMUSG00000069094	3.36879166666667	3.38679166666667	3.29295833333333
ENSMUSG00000021481	6.7095	6.583	6.6235
ENSMUSG00000028359	6.77333333333333	8.16383333333333	8.52766666666667
ENSMUSG00000028041	3.28141666666667	3.30591666666667	3.29016666666667
ENSMUSG00000001248	8.695	8.82833333333333	8.78733333333333
ENSMUSG00000056999	5.12970833333333	5.26366666666667	5.13516666666667
ENSMUSG00000054302	11.0978333333333	10.9366666666667	10.9183333333333
ENSMUSG00000024830	3.677125	3.59641666666667	3.59295833333333
ENSMUSG00000049044	7.90066666666667	7.32716666666667	7.372
ENSMUSG00000038975	3.15342592592593	3.07781481481481	3.07666666666667
ENSMUSG00000039461	8.56716666666667	8.54616666666667	8.39766666666667
ENSMUSG00000021884	7.80816666666667	8.06683333333333	7.99966666666667
ENSMUSG00000068587	5.54304166666667	5.54379166666667	5.508
ENSMUSG00000041351	8.73483333333333	8.34316666666667	9.14766666666667
ENSMUSG00000022124	3.77883333333333	3.74020833333333	3.75016666666667
ENSMUSG00000030827	5.01933333333333	4.70170833333333	4.783625
ENSMUSG00000098428	7.28533333333333	7.273	7.28416666666667
ENSMUSG00000033917	9.49283333333333	9.35083333333333	9.23583333333333
ENSMUSG00000095687	4.675625	4.61529166666667	4.686375
ENSMUSG00000028459	3.234	3.30391666666667	3.3035
ENSMUSG00000028940	3.32391666666667	3.225875	3.28641666666667
ENSMUSG00000034820	9.96216666666667	10.013	10.0633333333333
ENSMUSG00000000378	9.52333333333333	9.43616666666667	9.58633333333333
ENSMUSG00000024425	6.75654166666667	6.67354166666667	6.77233333333333
ENSMUSG00000030087	5.127875	4.90658333333333	5.0965
ENSMUSG00000031703	4.825125	4.89191666666667	4.79029166666667
ENSMUSG00000058690	2.68787037037037	2.70338888888889	2.66831481481481
ENSMUSG00000009828	3.97441666666667	4.03616666666667	3.94445833333333
ENSMUSG00000054836	4.52966666666667	4.43554166666667	4.51658333333333
ENSMUSG00000033792	8.24433333333333	8.187	8.25816666666667
ENSMUSG00000032396	4.76125	4.80891666666667	4.72208333333333
ENSMUSG00000030789	5.80766666666667	5.9195	5.97316666666667
ENSMUSG00000048826	3.79320833333333	3.66708333333333	3.754125
ENSMUSG00000027048	14.6153333333333	14.4513333333333	14.6148333333333
ENSMUSG00000032098	6.8595	6.99716666666667	6.54216666666667
ENSMUSG00000062929	8.81766666666667	8.89833333333333	8.85416666666667
ENSMUSG00000030327	9.75316666666667	9.73866666666667	9.7395
ENSMUSG00000047965	14.8298333333333	14.8146666666667	14.7178333333333
ENSMUSG00000046959	5.22879166666667	5.47808333333333	5.439375
ENSMUSG00000026189	15.0978333333333	15.1168333333333	15.1026666666667
ENSMUSG00000008140	5.79075	5.82658333333333	5.78591666666667
ENSMUSG00000015659	6.543	6.18883333333333	6.24166666666667
ENSMUSG00000033618	3.46979166666667	3.48129166666667	3.48129166666667
ENSMUSG00000028447	12.1863333333333	12.178	12.2051666666667
ENSMUSG00000062054	4.356875	4.35529166666667	4.37020833333333
ENSMUSG00000039137	6.57166666666667	6.66433333333333	6.63016666666667
ENSMUSG00000030888	8.12183333333333	7.88233333333333	7.931
ENSMUSG00000047215	5.49375	5.39516666666667	5.394625
ENSMUSG00000023883	12.004	11.9411666666667	11.8788333333333
ENSMUSG00000026811	2.719	2.68968518518519	2.71559259259259
ENSMUSG00000039662	9.16116666666667	9.31516666666667	9.35283333333333
ENSMUSG00000039478	5.71716666666667	5.68483333333333	5.71333333333333
ENSMUSG00000062753	7.38816666666667	7.31883333333333	7.5585
ENSMUSG00000019987	14.4535	14.252	14.2675
ENSMUSG00000024947	7.8315	7.7485	7.677
ENSMUSG00000079737	6.75216666666667	6.5785	6.618
ENSMUSG00000038604	9.9425	9.7945	9.8755
ENSMUSG00000033105	3.01055555555556	3.24664814814815	3.03068518518519
ENSMUSG00000021716	4.37204166666667	4.38120833333333	4.320125
ENSMUSG00000002102	11.5095	11.5945	11.4796666666667
ENSMUSG00000082938	3.63683333333333	3.61416666666667	3.66158333333333
ENSMUSG00000042079	5.701375	5.625875	5.64291666666667
ENSMUSG00000042087	3.21920833333333	3.18125	3.228125
ENSMUSG00000058056	3.20462962962963	3.17488888888889	3.13116666666667
ENSMUSG00000035021	4.25833333333333	4.16983333333333	4.16383333333333
ENSMUSG00000032517	7.17683333333333	7.06266666666667	7.123
ENSMUSG00000074183	11.3053333333333	11.3323333333333	11.6943333333333
ENSMUSG00000002105	4.168375	4.13770833333333	4.2275
ENSMUSG00000111709	11.3053333333333	11.3323333333333	11.6943333333333
ENSMUSG00000070509	5.98166666666667	6.0455	6.187
ENSMUSG00000042045	6.319	6.0525	6.14533333333333
ENSMUSG00000051811	6.52966666666667	6.48333333333333	6.45083333333333
ENSMUSG00000021094	12.2793333333333	12.019	12.2356666666667
ENSMUSG00000028617	4.50545833333333	4.42208333333333	4.53295833333333
ENSMUSG00000062456	14.8298333333333	14.8146666666667	14.7178333333333
ENSMUSG00000036537	7.55433333333333	7.72716666666667	7.69983333333333
ENSMUSG00000000787	5.25491666666667	5.2135	5.234125
ENSMUSG00000092518	6.52966666666667	6.48333333333333	6.45083333333333
ENSMUSG00000028274	3.57891666666667	3.55225	3.54754166666667
ENSMUSG00000051278	5.65966666666667	5.90883333333333	5.945
ENSMUSG00000066513	8.213	8.53083333333333	8.289
ENSMUSG00000037475	1.9405	1.94138541666667	1.93348958333333
ENSMUSG00000008575	2.4176875	2.37753125	2.4009375
ENSMUSG00000057230	1.62759375	1.63235416666667	1.62902083333333
ENSMUSG00000062944	6.72533333333333	7.045	7.04083333333333
ENSMUSG00000024400	2.14715625	2.14055208333333	2.14630208333333
ENSMUSG00000079435	6.627375	6.63325	6.615125
ENSMUSG00000041997	4.22570833333333	4.199625	4.22016666666667
ENSMUSG00000021819	2.9125	2.88009259259259	2.86338888888889
ENSMUSG00000040774	11.6658333333333	11.4898333333333	11.3296666666667
ENSMUSG00000074179	11.3053333333333	11.3323333333333	11.6943333333333
ENSMUSG00000004789	3.29425925925926	3.26674074074074	3.28083333333333
ENSMUSG00000014773	7.01666666666667	6.7455	6.85083333333333
ENSMUSG00000021733	2.92124074074074	2.73087037037037	2.72292592592593
ENSMUSG00000038152	8.78083333333333	8.76783333333333	8.568
ENSMUSG00000030060	4.56725	4.63445833333333	4.60508333333333
ENSMUSG00000002825	3.94029166666667	3.87945833333333	3.959375
ENSMUSG00000029189	8.21083333333333	8.397	8.283
ENSMUSG00000053094	5.45241666666667	5.53429166666667	5.43908333333333
ENSMUSG00000040498	7.7085	7.395	6.91466666666667
ENSMUSG00000021453	13.2771666666667	13.6071666666667	11.9848333333333
ENSMUSG00000066100	6.81083333333333	6.67983333333333	6.85266666666667
ENSMUSG00000022052	4.17029166666667	4.118875	4.154125
ENSMUSG00000032405	4.003125	3.9845	4.00945833333333
ENSMUSG00000024639	4.43366666666667	4.44216666666667	4.42458333333333
ENSMUSG00000050856	12.1138333333333	12.4035	12.3171666666667
ENSMUSG00000021364	12.9735	12.8881666666667	12.5018333333333
ENSMUSG00000032215	8.4315	8.1755	8.27633333333333
ENSMUSG00000060974	5.82666666666667	5.69016666666667	5.71083333333333
ENSMUSG00000042650	5.26558333333333	5.21020833333333	5.22475
ENSMUSG00000024824	7.09866666666667	7.34	7.29083333333333
ENSMUSG00000022765	2.77740740740741	2.84890740740741	2.79159259259259
ENSMUSG00000010110	4.60454166666667	4.607875	4.49229166666667
ENSMUSG00000030980	4.16695833333333	4.20541666666667	4.12479166666667
ENSMUSG00000038797	5.73416666666667	5.81366666666667	5.84416666666667
ENSMUSG00000028637	3.17370833333333	3.21	3.21504166666667
ENSMUSG00000016503	9.26233333333333	9.39366666666667	9.38866666666667
ENSMUSG00000072720	6.77916666666667	6.41766666666667	6.469
ENSMUSG00000026870	10.164	10.6635	10.3105
ENSMUSG00000017144	2.69501851851852	2.64505555555556	2.65748148148148
ENSMUSG00000055866	3.39258333333333	3.73795833333333	3.54466666666667
ENSMUSG00000078671	3.935875	3.83191666666667	3.86370833333333
ENSMUSG00000010047	13.2906666666667	12.839	13.1008333333333
ENSMUSG00000022682	3.989375	3.88583333333333	3.83008333333333
ENSMUSG00000034329	3.16945833333333	3.18229166666667	3.19845833333333
ENSMUSG00000019796	6.40983333333333	6.71916666666667	6.5725
ENSMUSG00000008090	9.29483333333333	9.47633333333333	9.56116666666667
ENSMUSG00000115017	9.9285	9.98366666666667	9.87233333333333
ENSMUSG00000037426	7.8615	7.93033333333333	7.80133333333333
ENSMUSG00000032344	5.639	5.68983333333333	5.6285
ENSMUSG00000048378	6.66183333333333	6.5875	6.692
ENSMUSG00000053012	5.66666666666667	5.614125	5.73820833333333
ENSMUSG00000022560	9.2335	9.00633333333333	9.28283333333333
ENSMUSG00000019874	8.1785	8.4605	8.681
ENSMUSG00000033323	7.787	7.61916666666667	7.71516666666667
ENSMUSG00000018507	6.98333333333333	6.93	7.06933333333333
ENSMUSG00000046000	7.70683333333333	7.65583333333333	7.83766666666667
ENSMUSG00000058030	7.01116666666667	6.687	6.87666666666667
ENSMUSG00000022476	5.79333333333333	5.603	5.73033333333333
ENSMUSG00000051735	2.16640740740741	2.13646296296296	2.20005555555556
ENSMUSG00000028975	9.77166666666667	9.66216666666667	9.98316666666667
ENSMUSG00000049550	2.78414814814815	2.85303703703704	2.79324074074074
ENSMUSG00000041777	3.63683333333333	3.61416666666667	3.66158333333333
ENSMUSG00000068227	6.36466666666667	6.11033333333333	6.42933333333333
ENSMUSG00000008226	3.98516666666667	3.92958333333333	3.96941666666667
ENSMUSG00000071078	8.96333333333333	9.29483333333333	8.81933333333333
ENSMUSG00000037278	10.3478333333333	10.3558333333333	10.308
ENSMUSG00000079297	4.58408333333333	4.5615	4.54354166666667
ENSMUSG00000030243	6.6435	6.85066666666667	6.56516666666667
ENSMUSG00000021786	3.90629166666667	3.92025	3.88158333333333
ENSMUSG00000025479	15.486	15.4251666666667	15.8518333333333
ENSMUSG00000047021	5.93066666666667	5.87916666666667	5.8655
ENSMUSG00000018965	12.0908333333333	12.18	12.0061666666667
ENSMUSG00000030780	11.2455	11.1305	11.3811666666667
ENSMUSG00000026932	7.228	7.18766666666667	7.17683333333333
ENSMUSG00000032591	14.0476666666667	14.1528333333333	14.3233333333333
ENSMUSG00000054612	3.35033333333333	3.34733333333333	3.34833333333333
ENSMUSG00000024386	15.795	15.7565	15.6973333333333
ENSMUSG00000039531	7.51833333333333	7.60316666666667	7.68666666666667
ENSMUSG00000063583	2.92358333333333	2.94841666666667	2.95033333333333
ENSMUSG00000061616	5.8045	5.89016666666667	5.912
ENSMUSG00000046240	6.63616666666667	6.749	6.67566666666667
ENSMUSG00000108037	2.80033333333333	2.78755555555556	2.7707962962963
ENSMUSG00000047786	5.796	5.83483333333333	5.85716666666667
ENSMUSG00000113258	5.701375	5.625875	5.64291666666667
ENSMUSG00000090100	3.70341666666667	3.6345	3.71095833333333
ENSMUSG00000031342	5.942	5.95016666666667	6.02016666666667
ENSMUSG00000046410	7.5715	7.77216666666667	7.82466666666667
ENSMUSG00000030330	4.72795833333333	4.73845833333333	4.691375
ENSMUSG00000021877	10.9468333333333	11.0971666666667	10.9316666666667
ENSMUSG00000027774	4.67070833333333	4.69720833333333	4.42075
ENSMUSG00000059775	12.527	12.831	12.4238333333333
ENSMUSG00000032714	6.94566666666667	6.92566666666667	6.95833333333333
ENSMUSG00000072694	3.493375	3.51291666666667	3.51416666666667
ENSMUSG00000058624	2.89566666666667	2.91420833333333	2.94683333333333
ENSMUSG00000021248	6.31183333333333	6.366375	6.350625
ENSMUSG00000095847	14.8298333333333	14.8146666666667	14.7178333333333
ENSMUSG00000018567	5.52829166666667	5.564625	5.47691666666667
ENSMUSG00000040147	12.2221666666667	12.1855	12.2038333333333
ENSMUSG00000034394	6.93	6.662	6.89066666666667
ENSMUSG00000085559	6.93	6.662	6.89066666666667
ENSMUSG00000039917	2.21205555555556	2.19707407407407	2.21653703703704
ENSMUSG00000062743	5.72666666666667	5.9425	5.91316666666667
ENSMUSG00000020870	9.51933333333333	9.54083333333333	9.4815
ENSMUSG00000036202	7.13133333333333	7.20533333333333	7.00566666666667
ENSMUSG00000031486	7.55883333333333	7.61816666666667	7.58816666666667
ENSMUSG00000057409	3.58133333333333	3.53166666666667	3.51254166666667
ENSMUSG00000026500	10.9191666666667	11.1443333333333	11.1788333333333
ENSMUSG00000113061	7.68041666666667	7.66129166666667	7.69375
ENSMUSG00000116145	7.75733333333333	7.432	7.667
ENSMUSG00000022550	5.04416666666667	4.84195833333333	4.966875
ENSMUSG00000002233	10.8496666666667	10.7275	10.9393333333333
ENSMUSG00000033581	6.36283333333333	6.46283333333333	6.292
ENSMUSG00000046318	3.21083333333333	3.27258333333333	3.23533333333333
ENSMUSG00000053646	3.75004166666667	3.59670833333333	3.91266666666667
ENSMUSG00000045294	4.66070833333333	5.058875	4.68029166666667
ENSMUSG00000054733	12.238	12.3488333333333	12.2873333333333
ENSMUSG00000031286	3.762625	3.73841666666667	3.69495833333333
ENSMUSG00000022769	11.7941666666667	11.6506666666667	11.759
ENSMUSG00000030247	4.31816666666667	4.27345833333333	4.29275
ENSMUSG00000057236	3.06412962962963	3.01085185185185	2.96524074074074
ENSMUSG00000024352	7.73283333333333	7.678	7.75466666666667
ENSMUSG00000003099	4.27095833333333	4.29270833333333	4.293
ENSMUSG00000085226	7.742	7.586	7.48166666666667
ENSMUSG00000027257	12.4808333333333	12.573	12.6665
ENSMUSG00000033453	6.06366666666667	6.16716666666667	6.10216666666667
ENSMUSG00000039458	3.25966666666667	3.28279166666667	3.26216666666667
ENSMUSG00000022747	6.30783333333333	6.37566666666667	6.43116666666667
ENSMUSG00000028484	4.64154166666667	4.59704166666667	4.57175
ENSMUSG00000022620	12.0453333333333	12.1518333333333	12.1428333333333
ENSMUSG00000051185	9.49083333333333	9.47633333333333	9.46316666666667
ENSMUSG00000025193	8.81183333333333	8.61383333333333	8.74
ENSMUSG00000024670	3.43354166666667	3.35845833333333	3.42391666666667
ENSMUSG00000020238	4.44975	4.47070833333333	4.460125
ENSMUSG00000047412	2.69792592592593	2.62359259259259	2.67455555555556
ENSMUSG00000042682	13.0875	13.1825	13.0301666666667
ENSMUSG00000073997	7.32216666666667	6.94466666666667	7.22
ENSMUSG00000019054	9.775	9.89033333333333	9.81016666666667
ENSMUSG00000052520	6.97733333333333	7.01929166666667	6.993
ENSMUSG00000079418	8.72716666666667	8.88716666666667	8.77183333333333
ENSMUSG00000030986	11.706	11.7976666666667	11.8436666666667
ENSMUSG00000047155	5.79716666666667	5.79116666666667	5.81183333333333
ENSMUSG00000050721	6.05983333333333	6.12133333333333	6.20183333333333
ENSMUSG00000029867	5.87666666666667	6.04066666666667	6.0615
ENSMUSG00000037580	5.22191666666667	5.12879166666667	5.262375
ENSMUSG00000027004	5.97633333333333	6.117	5.90183333333333
ENSMUSG00000039656	4.72175	4.624875	4.64570833333333
ENSMUSG00000029815	5.990375	6.00025	6.05304166666667
ENSMUSG00000006301	4.344875	4.3125	4.304375
ENSMUSG00000030878	6.0315	5.9885	5.93833333333333
ENSMUSG00000031765	4.00004166666667	4.23216666666667	4.920875
ENSMUSG00000015947	8.30466666666667	8.37533333333333	8.71683333333333
ENSMUSG00000026931	6.59733333333333	6.41366666666667	6.54766666666667
ENSMUSG00000045551	7.72233333333333	7.772	7.74716666666667
ENSMUSG00000020183	7.39683333333333	7.4675	7.7185
ENSMUSG00000070780	3.97916666666667	3.87170833333333	3.85270833333333
ENSMUSG00000052270	6.09366666666667	6.20016666666667	6.25483333333333
ENSMUSG00000018770	15.4908333333333	15.6266666666667	15.5861666666667
ENSMUSG00000042323	4.326875	4.29075	4.248
ENSMUSG00000014177	9.4725	9.57933333333333	9.45316666666667
ENSMUSG00000042417	6.42666666666667	6.49716666666667	6.451
ENSMUSG00000042842	6.97666666666667	6.92616666666667	7.204
ENSMUSG00000016946	3.45554166666667	3.49345833333333	3.41545833333333
ENSMUSG00000048904	6.457	6.03016666666667	6.055
ENSMUSG00000044757	5.701375	5.625875	5.64291666666667
ENSMUSG00000050737	5.61366666666667	5.7795	5.6425
ENSMUSG00000060377	6.627375	6.63325	6.615125
ENSMUSG00000035649	2.0413125	2.01103125	2.01092708333333
ENSMUSG00000031995	5.90966666666667	6.00083333333333	5.988
ENSMUSG00000073434	7.8145	7.70833333333333	7.66466666666667
ENSMUSG00000031654	5.92783333333333	5.72166666666667	5.81933333333333
ENSMUSG00000003072	12.9601666666667	12.9278333333333	12.8741666666667
ENSMUSG00000036904	3.27545833333333	3.22541666666667	3.24904166666667
ENSMUSG00000034450	6.82104166666667	6.85579166666667	6.83366666666667
ENSMUSG00000020571	2.78196875	2.80045833333333	2.80315625
ENSMUSG00000027395	8.0845	7.84783333333333	7.97216666666667
ENSMUSG00000020513	8.52116666666667	8.99316666666667	8.76466666666667
ENSMUSG00000025733	2.98392592592593	2.88338888888889	2.93101851851852
ENSMUSG00000040435	7.96783333333333	7.83983333333333	7.74416666666667
ENSMUSG00000008348	15.5391666666667	15.6516666666667	15.682
ENSMUSG00000050786	3.97370833333333	3.938875	3.93333333333333
ENSMUSG00000037679	10.3278333333333	10.3036666666667	10.7183333333333
ENSMUSG00000026253	6.0625	5.86516666666667	6.10216666666667
ENSMUSG00000029863	9.744	9.62283333333333	9.653
ENSMUSG00000075000	10.968	10.9063333333333	10.8441666666667
ENSMUSG00000021113	3.20958333333333	3.26304166666667	3.221125
ENSMUSG00000062116	9.10483333333333	9.13683333333333	9.0035
ENSMUSG00000034730	3.05808333333333	3.008	3.04025
ENSMUSG00000007812	2.26283333333333	2.23472916666667	2.22508333333333
ENSMUSG00000024525	8.7425	8.696	8.33183333333333
ENSMUSG00000005357	5.88333333333333	5.92583333333333	5.9305
ENSMUSG00000036390	8.125	8.326	8.75133333333333
ENSMUSG00000031563	10.0148333333333	9.97933333333333	9.98483333333333
ENSMUSG00000043683	11.893	11.8355	11.8081666666667
ENSMUSG00000039660	7.84533333333333	7.84333333333333	7.82016666666667
ENSMUSG00000047123	4.003625	3.97425	3.976125
ENSMUSG00000000902	10.4775	10.635	10.6265
ENSMUSG00000028382	9.1435	9.16083333333333	9.19616666666667
ENSMUSG00000017832	6.5085	6.50516666666667	6.62733333333333
ENSMUSG00000006850	6.9055	6.957	7.19766666666667
ENSMUSG00000022070	2.981	2.958875	2.91175
ENSMUSG00000025059	2.98327777777778	2.83487037037037	2.892
ENSMUSG00000016179	7.25466666666667	7.216	7.32016666666667
ENSMUSG00000051037	6.00833333333333	6.14033333333333	6.09216666666667
ENSMUSG00000062651	6.211	6.18616666666667	6.14516666666667
ENSMUSG00000028567	10.7113333333333	10.7815	10.5693333333333
ENSMUSG00000018339	5.98766666666667	5.88283333333333	5.88033333333333
ENSMUSG00000049657	4.905125	4.859	4.854625
ENSMUSG00000034621	2.75583333333333	2.76464814814815	2.74431481481481
ENSMUSG00000038010	2.15401851851852	2.13298148148148	2.1577037037037
ENSMUSG00000084370	5.88116666666667	5.829	5.81683333333333
ENSMUSG00000040652	2.33603125	2.27173958333333	2.32391666666667
ENSMUSG00000000901	6.53183333333333	6.254	6.458
ENSMUSG00000033166	4.08904166666667	4.2365	4.14891666666667
ENSMUSG00000045471	6.192	6.07716666666667	6.16066666666667
ENSMUSG00000025825	12.7401666666667	12.6545	12.7613333333333
ENSMUSG00000080992	11.794	11.797	11.7123333333333
ENSMUSG00000051359	3.79320833333333	3.78229166666667	3.82566666666667
ENSMUSG00000025867	3.26616666666667	3.27470833333333	3.30445833333333
ENSMUSG00000033161	6.628	6.44695833333333	6.64116666666667
ENSMUSG00000062232	9.01433333333333	8.79716666666667	8.9735
ENSMUSG00000028063	3.70911111111111	3.7592962962963	3.74937037037037
ENSMUSG00000118353	12.004	12.0553333333333	12.058
ENSMUSG00000037493	5.7065	5.877	5.75983333333333
ENSMUSG00000036478	5.30408333333333	5.153875	5.115625
ENSMUSG00000047126	2.93233333333333	2.98296296296296	2.92377777777778
ENSMUSG00000039114	13.4628333333333	13.0675	13.162
ENSMUSG00000020163	14.816	14.8006666666667	14.7136666666667
ENSMUSG00000015970	4.58179166666667	4.63645833333333	4.61075
ENSMUSG00000037966	11.9291666666667	12.0435	12.099
ENSMUSG00000040562	11.9888333333333	11.924	11.8883333333333
ENSMUSG00000063885	13.904	13.6166666666667	13.4625
ENSMUSG00000032094	5.967	5.975	6.05866666666667
ENSMUSG00000021846	3.53624074074074	3.49746296296296	3.48842592592593
ENSMUSG00000025404	9.41583333333333	9.166	9.39666666666667
ENSMUSG00000026393	10.2376666666667	10.0143333333333	10.216
ENSMUSG00000040690	7.68333333333333	7.84716666666667	7.911
ENSMUSG00000020919	4.649375	4.596125	4.607875
ENSMUSG00000036817	10.3891666666667	10.3565	10.3073333333333
ENSMUSG00000028693	9.96266666666667	9.86733333333333	9.8905
ENSMUSG00000028902	11.4346666666667	11.4066666666667	11.475
ENSMUSG00000029213	3.98916666666667	3.95620833333333	3.943875
ENSMUSG00000114282	8.3885	8.13416666666667	8.289
ENSMUSG00000019659	5.98745833333333	5.91591666666667	5.96045833333333
ENSMUSG00000031365	7.04783333333333	7.1355	7.105
ENSMUSG00000059839	6.5135	6.66816666666667	6.7435
ENSMUSG00000024542	6.412	6.92433333333333	6.45516666666667
ENSMUSG00000019791	10.6486666666667	10.7846666666667	10.9248333333333
ENSMUSG00000004865	3.48754166666667	3.52570833333333	3.469125
ENSMUSG00000028383	9.90816666666667	9.567	9.666
ENSMUSG00000024646	15.0695	14.8938333333333	15.0701666666667
ENSMUSG00000039205	4.48520833333333	4.47208333333333	4.48558333333333
ENSMUSG00000018669	5.29595833333333	5.320875	5.334
ENSMUSG00000033871	4.213	4.15445833333333	4.37241666666667
ENSMUSG00000024659	8.61533333333333	8.76416666666667	8.71683333333333
ENSMUSG00000070305	7.285	7.48166666666667	7.43766666666667
ENSMUSG00000043510	8.93316666666667	8.9175	9.06183333333333
ENSMUSG00000024399	7.89116666666667	7.778	8.1345
ENSMUSG00000028150	10.3503333333333	10.2626666666667	10.0911666666667
ENSMUSG00000017421	5.17	5.126125	5.20020833333333
ENSMUSG00000039100	3.05235185185185	2.97057407407407	3.02848148148148
ENSMUSG00000039178	6.10783333333333	6.182	6.26816666666667
ENSMUSG00000021371	3.39757407407407	3.37318518518519	3.3832962962963
ENSMUSG00000026960	3.83866666666667	3.77716666666667	3.82825
ENSMUSG00000032977	3.30890740740741	3.39181481481481	3.3557962962963
ENSMUSG00000102525	10.0815	11.0015	10.1535
ENSMUSG00000031577	3.136375	3.11258333333333	3.12316666666667
ENSMUSG00000028016	3.51191666666667	3.55	3.50475
ENSMUSG00000053929	2.3390625	2.30303125	2.33795833333333
ENSMUSG00000026088	3.68533333333333	3.72566666666667	3.7035
ENSMUSG00000044155	9.53766666666667	9.40383333333333	9.43483333333333
ENSMUSG00000005881	8.99083333333333	8.8225	8.81583333333333
ENSMUSG00000004462	8.85033333333333	8.99733333333333	8.922
ENSMUSG00000029326	3.16791666666667	3.16933333333333	3.17495833333333
ENSMUSG00000063221	5.96866666666667	6.08466666666667	6.1055
ENSMUSG00000025980	6.66345833333333	6.62254166666667	6.57333333333333
ENSMUSG00000022897	2.3067037037037	2.30944444444444	2.29598148148148
ENSMUSG00000056938	12.9715	12.9551666666667	13.3051666666667
ENSMUSG00000075419	10.3885	10.396	10.3978333333333
ENSMUSG00000033228	4.22779166666667	4.26666666666667	4.247875
ENSMUSG00000005973	8.66283333333333	8.74866666666667	8.70616666666667
ENSMUSG00000052533	3.04325	3.06025	3.05554166666667
ENSMUSG00000057425	13.2998333333333	13.1506666666667	12.9761666666667
ENSMUSG00000111128	10.2536666666667	10.4856666666667	10.36
ENSMUSG00000064063	4.69429166666667	4.81275	4.57870833333333
ENSMUSG00000006471	2.465	2.42259259259259	2.44259259259259
ENSMUSG00000021701	7.68516666666667	7.48483333333333	7.9225
ENSMUSG00000026768	8.32616666666667	8.02	8.31216666666667
ENSMUSG00000072066	6.322	6.575	6.50666666666667
ENSMUSG00000024073	8.8175	8.76433333333333	8.69433333333333
ENSMUSG00000035780	13.5796666666667	13.198	13.3476666666667
ENSMUSG00000028803	4.56004166666667	4.48483333333333	4.69258333333333
