gene	control	bpa_at_50	bpa_at_5000
ENSMUSG00000028278	5.97116666666667	6.005	6.097
ENSMUSG00000020399	5.61883333333333	5.697	5.67333333333333
ENSMUSG00000058672	5.65525	6.06991666666667	5.45545833333333
ENSMUSG00000019970	10.14	10.4383333333333	10.0375
ENSMUSG00000036934	4.2375	4.18470833333333	4.22033333333333
ENSMUSG00000020091	11.3195	11.2401666666667	11.1418333333333
ENSMUSG00000055239	3.17272222222222	3.15998148148148	3.16337037037037
ENSMUSG00000000766	5.76783333333333	5.72083333333333	5.77816666666667
ENSMUSG00000045826	4.07858333333333	4.01004166666667	4.05941666666667
ENSMUSG00000031367	2.05012962962963	2.10687037037037	2.08614814814815
ENSMUSG00000018417	2.57138541666667	2.57116666666667	2.54284375
ENSMUSG00000108887	7.587	7.967	7.8285
ENSMUSG00000024835	8.7585	8.54283333333333	8.66166666666667
ENSMUSG00000022191	4.46283333333333	4.49591666666667	4.4775
ENSMUSG00000030811	3.422125	3.41466666666667	3.35029166666667
ENSMUSG00000050079	4.08075	4.09220833333333	4.10466666666667
ENSMUSG00000031173	3.62838888888889	3.60877777777778	3.6415
ENSMUSG00000020537	8.9745	9.09833333333333	9.05533333333333
ENSMUSG00000050533	3.60966666666667	3.57516666666667	3.62429166666667
ENSMUSG00000025184	3.390125	3.34633333333333	3.380875
ENSMUSG00000050567	8.172	8.21766666666667	8.18833333333333
ENSMUSG00000069895	9.00066666666667	8.976	9.01966666666667
ENSMUSG00000022822	3.139375	3.14604166666667	3.13995833333333
ENSMUSG00000038871	4.80004166666667	4.62066666666667	4.67020833333333
ENSMUSG00000020432	9.91566666666667	9.835	9.771
ENSMUSG00000033285	9.7195	9.49716666666667	9.41333333333333
ENSMUSG00000104960	3.31216666666667	3.27104166666667	3.25725
ENSMUSG00000038712	2.23045833333333	2.21353125	2.24844791666667
ENSMUSG00000031808	3.63770833333333	3.4815	3.6575
ENSMUSG00000078480	4.62904166666667	4.66483333333333	4.58954166666667
ENSMUSG00000003779	6.75383333333333	6.75166666666667	6.48283333333333
ENSMUSG00000030555	4.65279166666667	5.11425	4.700625
ENSMUSG00000030662	4.25295833333333	4.25666666666667	4.253375
ENSMUSG00000021416	12.161	11.6111666666667	11.8988333333333
ENSMUSG00000025950	10.2456666666667	10.4771666666667	10.2215
ENSMUSG00000024132	13.5755	13.2886666666667	13.2843333333333
ENSMUSG00000021703	10.5915	10.444	10.5711666666667
ENSMUSG00000030583	3.48820833333333	3.37391666666667	3.424
ENSMUSG00000001157	9.897	9.58466666666667	9.76333333333333
ENSMUSG00000029276	7.497	7.42433333333333	7.45516666666667
ENSMUSG00000035900	9.1775	9.1005	9.1705
ENSMUSG00000040112	9.59916666666667	9.664	9.67166666666667
ENSMUSG00000036452	3.52375	3.60983333333333	3.72204166666667
ENSMUSG00000026307	4.96520833333333	4.90245833333333	5.00129166666667
ENSMUSG00000060981	5.14816666666667	5.27725	5.196625
ENSMUSG00000020430	4.79991666666667	4.77020833333333	4.868625
ENSMUSG00000083333	6.54916666666667	6.49566666666667	6.58233333333333
ENSMUSG00000021470	2.18842592592593	2.21194444444444	2.19446296296296
ENSMUSG00000036073	13.1775	13.3173333333333	13.058
ENSMUSG00000032348	9.858	9.6645	9.81333333333333
ENSMUSG00000035697	3.803	3.75725	3.8365
ENSMUSG00000026207	3.22966666666667	3.169875	3.22675
ENSMUSG00000024136	6.74783333333333	6.7575	6.705
ENSMUSG00000052763	9.8005	9.824	9.836
ENSMUSG00000006948	6.558	6.42383333333333	6.54083333333333
ENSMUSG00000030670	8.38983333333333	8.80166666666667	8.3315
ENSMUSG00000037190	9.279	9.3265	9.19983333333333
ENSMUSG00000059689	11.823	11.8188333333333	11.746
ENSMUSG00000031732	3.47579166666667	3.54016666666667	3.46008333333333
ENSMUSG00000031641	11.224	11.29	11.2876666666667
ENSMUSG00000045205	6.543	6.70283333333333	6.5915
ENSMUSG00000063856	5.51579166666667	5.492125	5.49570833333333
ENSMUSG00000032026	9.99316666666667	10.2201666666667	10.2326666666667
ENSMUSG00000021275	2.25337037037037	2.30438888888889	2.25444444444444
ENSMUSG00000029249	2.74162962962963	2.70046296296296	2.74614814814815
ENSMUSG00000055632	6.42133333333333	6.70533333333333	6.68
ENSMUSG00000031916	7.64166666666667	7.6935	7.81716666666667
ENSMUSG00000033444	3.60008333333333	3.64916666666667	3.61770833333333
ENSMUSG00000029434	4.33975	4.24745833333333	4.29554166666667
ENSMUSG00000049811	8.557	8.366	8.54933333333333
ENSMUSG00000042659	7.128	7.31366666666667	6.8495
ENSMUSG00000021704	9.87566666666667	9.5365	9.76066666666667
ENSMUSG00000021178	12.5086666666667	12.5463333333333	12.4253333333333
ENSMUSG00000069274	5.14816666666667	5.27725	5.196625
ENSMUSG00000007656	4.43120833333333	4.464375	4.29079166666667
ENSMUSG00000031380	6.61766666666667	6.59066666666667	6.5665
ENSMUSG00000042729	9.7215	9.72983333333333	9.65666666666667
ENSMUSG00000078439	5.93483333333333	5.8475	5.80516666666667
ENSMUSG00000061482	4.32241666666667	4.47854166666667	4.41004166666667
ENSMUSG00000010538	4.12754166666667	4.26970833333333	4.127875
ENSMUSG00000028657	4.746375	4.76758333333333	4.778625
ENSMUSG00000051748	14.2533333333333	14.5411666666667	14.6405
ENSMUSG00000021731	11.2376666666667	11.3163333333333	11.2083333333333
ENSMUSG00000033732	2.86612962962963	2.83222222222222	2.84227777777778
ENSMUSG00000027660	3.553875	3.61625	3.55795833333333
ENSMUSG00000094464	6.45383333333333	5.79916666666667	5.84866666666667
ENSMUSG00000056313	4.23120833333333	4.62133333333333	4.52225
ENSMUSG00000034300	7.53233333333333	7.42066666666667	7.38066666666667
ENSMUSG00000046185	2.2832037037037	2.30724074074074	2.28412962962963
ENSMUSG00000029571	3.44890740740741	3.36766666666667	3.34155555555556
ENSMUSG00000039197	15.4568333333333	15.4421666666667	15.4906666666667
ENSMUSG00000020064	4.330375	4.30270833333333	4.29141666666667
ENSMUSG00000040473	5.66483333333333	5.6785	5.72883333333333
ENSMUSG00000056579	2.66124074074074	2.61183333333333	2.61581481481481
ENSMUSG00000025340	8.39533333333333	8.143	8.213
ENSMUSG00000078920	8.54533333333333	8.611	8.6715
ENSMUSG00000039470	3.53016666666667	3.37545833333333	3.40933333333333
ENSMUSG00000025439	9.5835	9.57183333333333	9.55366666666667
ENSMUSG00000060678	5.14816666666667	5.27725	5.196625
ENSMUSG00000025608	3.03170833333333	3.02375	3.00754166666667
ENSMUSG00000041468	6.512	6.49816666666667	6.5555
ENSMUSG00000014763	2.2672037037037	2.28838888888889	2.27537037037037
ENSMUSG00000017344	15.9981666666667	15.9936666666667	15.9955
ENSMUSG00000080904	14.3133333333333	14.3446666666667	14.3598333333333
ENSMUSG00000008429	4.44733333333333	4.49791666666667	4.43279166666667
ENSMUSG00000022000	3.17896296296296	3.1485	3.17775925925926
ENSMUSG00000027109	4.59220833333333	4.429625	4.47483333333333
ENSMUSG00000003847	1.31026	1.31763333333333	1.31950666666667
ENSMUSG00000067916	3.38320833333333	3.38495833333333	3.44304166666667
ENSMUSG00000040188	2.87959259259259	2.91857407407407	2.88301851851852
ENSMUSG00000013150	9.72383333333333	9.69783333333333	9.57483333333333
ENSMUSG00000019813	3.27470833333333	3.319625	3.28866666666667
ENSMUSG00000005575	4.86304166666667	4.77129166666667	4.73620833333333
ENSMUSG00000024697	9.00566666666667	9.59883333333333	9.482
ENSMUSG00000105081	5.40020833333333	5.43083333333333	5.43270833333333
ENSMUSG00000115668	7.20333333333333	7.098	7.1875
ENSMUSG00000032584	6.1895	6.13016666666667	6.22266666666667
ENSMUSG00000039128	6.029125	5.98208333333333	6.01716666666667
ENSMUSG00000022890	14.3133333333333	14.3446666666667	14.3598333333333
ENSMUSG00000040713	4.00988888888889	3.93096296296296	3.91762962962963
ENSMUSG00000035285	3.87895833333333	3.72683333333333	3.74158333333333
ENSMUSG00000048779	7.36566666666667	7.3645	7.52783333333333
ENSMUSG00000022503	4.66979166666667	4.76641666666667	4.76854166666667
ENSMUSG00000027806	3.32129166666667	3.31191666666667	3.24679166666667
ENSMUSG00000021374	2.51607407407407	2.51901851851852	2.53475925925926
ENSMUSG00000044106	5.90816666666667	5.922	5.96633333333333
ENSMUSG00000032763	9.25616666666667	9.26516666666667	9.3275
ENSMUSG00000029616	13.7448333333333	13.876	13.8838333333333
ENSMUSG00000006456	10.5835	10.6013333333333	10.2961666666667
ENSMUSG00000021290	12.3435	12.5613333333333	12.351
ENSMUSG00000040663	5.96583333333333	6.01016666666667	6.05433333333333
ENSMUSG00000042249	3.30545833333333	3.14179166666667	3.378625
ENSMUSG00000038515	10.3958333333333	10.1728333333333	10.4551666666667
ENSMUSG00000055003	5.7895	5.95116666666667	5.85733333333333
ENSMUSG00000055670	2.83185185185185	2.82855555555556	2.8657037037037
ENSMUSG00000030127	5.50058333333333	5.46645833333333	5.44545833333333
ENSMUSG00000026311	3.7435	3.71195833333333	3.65708333333333
ENSMUSG00000039206	4.48054166666667	4.47708333333333	4.55020833333333
ENSMUSG00000027286	3.23633333333333	3.16916666666667	3.17995833333333
ENSMUSG00000067455	5.14816666666667	5.27725	5.196625
ENSMUSG00000023919	7.5225	7.79283333333333	7.4675
ENSMUSG00000003955	12.7741666666667	12.7785	12.7626666666667
ENSMUSG00000064288	5.14816666666667	5.27725	5.196625
ENSMUSG00000055322	2.22061458333333	2.17633333333333	2.22540625
ENSMUSG00000023909	7.36766666666667	7.36433333333333	7.272
ENSMUSG00000004895	8.68033333333333	8.40616666666667	8.56383333333333
ENSMUSG00000022216	13.1605	13.049	13.14
ENSMUSG00000041798	4.206	4.305625	4.192625
ENSMUSG00000031782	10.9573333333333	10.858	10.8996666666667
ENSMUSG00000063550	3.91604166666667	3.88504166666667	3.94579166666667
ENSMUSG00000036615	4.004625	4.032375	3.94729166666667
ENSMUSG00000020570	3.05298148148148	3.04809259259259	3.03090740740741
ENSMUSG00000026946	11.6988333333333	11.754	11.8981666666667
ENSMUSG00000094065	6.66333333333333	6.60683333333333	6.96516666666667
ENSMUSG00000036381	6.06833333333333	6.10616666666667	6.02683333333333
ENSMUSG00000002325	3.964625	3.94804166666667	4.02704166666667
ENSMUSG00000037742	7.8675	7.84016666666667	7.82016666666667
ENSMUSG00000025037	9.01333333333333	8.82016666666667	8.5575
ENSMUSG00000097061	9.0265	8.86233333333333	8.79733333333333
ENSMUSG00000067274	15.9865	15.9936666666667	15.9955
ENSMUSG00000024810	6.51433333333333	6.8875	6.758
ENSMUSG00000025646	4.36791666666667	4.37795833333333	4.44229166666667
ENSMUSG00000022427	9.37933333333333	9.2845	9.33333333333333
ENSMUSG00000043789	11.7133333333333	11.5895	11.7355
ENSMUSG00000026246	5.92066666666667	5.83366666666667	5.86266666666667
ENSMUSG00000054263	1.70019333333333	1.66743333333333	1.65812666666667
ENSMUSG00000022426	6.8655	6.91783333333333	6.833
ENSMUSG00000003868	8.34	8.34116666666667	8.4095
ENSMUSG00000026283	2.24637037037037	2.2772037037037	2.26716666666667
ENSMUSG00000020364	7.85883333333333	7.7455	7.76433333333333
ENSMUSG00000006307	8.74716666666667	8.5375	8.65283333333333
ENSMUSG00000046230	3.60829166666667	3.619625	3.51133333333333
ENSMUSG00000031353	11.641	11.7505	11.6366666666667
ENSMUSG00000021235	8.33216666666667	8.16866666666667	8.14183333333333
ENSMUSG00000008153	9.07466666666667	9.4025	9.32566666666667
ENSMUSG00000055531	2.67727777777778	2.69853703703704	2.66416666666667
ENSMUSG00000090306	7.01983333333333	6.74866666666667	7.09883333333333
ENSMUSG00000039615	11.6875	11.6563333333333	11.6453333333333
ENSMUSG00000032594	2.213625	2.20917708333333	2.21786458333333
ENSMUSG00000022664	1.59163541666667	1.59036458333333	1.58279166666667
ENSMUSG00000041638	1.91692708333333	1.91498958333333	1.9218125
ENSMUSG00000033220	3.53458333333333	3.67995833333333	3.73645833333333
ENSMUSG00000022557	9.936	10.0486666666667	10.0646666666667
ENSMUSG00000030760	4.006875	4.06845833333333	3.97066666666667
ENSMUSG00000027923	8.49016666666667	8.22666666666667	8.4855
ENSMUSG00000027351	3.60983333333333	3.547375	3.532375
ENSMUSG00000027699	6.45766666666667	6.52516666666667	6.075
ENSMUSG00000037487	1.84722916666667	1.81757291666667	1.82884375
ENSMUSG00000033159	13.1963333333333	12.8545	13.0421666666667
ENSMUSG00000079317	8.01666666666667	8.2845	8.14933333333333
ENSMUSG00000073878	6.66333333333333	6.60683333333333	6.96516666666667
ENSMUSG00000037072	13.1205	13.1755	13.1571666666667
ENSMUSG00000117662	4.08025	4.19141666666667	4.12604166666667
ENSMUSG00000025521	4.05520833333333	4.14304166666667	4.14808333333333
ENSMUSG00000033020	5.253	5.226875	5.22570833333333
ENSMUSG00000053470	2.36283333333333	2.34844444444444	2.30857407407407
ENSMUSG00000046223	3.03033333333333	2.98925	3.05645833333333
ENSMUSG00000051306	3.41008333333333	3.37470833333333	3.45016666666667
ENSMUSG00000050188	11.527	11.494	11.4173333333333
ENSMUSG00000030884	14.3165	14.2368333333333	14.1103333333333
